0,1,2,3,4
28009,104,50,28,033
28011,7,50,28,033
28017,-10,50,28,033
28023,-10,50,28,033
28025,25,50,28,033
28027,233,50,28,033
28029,35,50,28,033
28035,-160,50,28,033
28041,-11,50,28,033
28043,44,50,28,033
28045,-71,50,28,033
28047,-52,50,28,033
28049,-13,50,28,033
28055,-2,50,28,033
28057,61,50,28,033
28059,3,50,28,033
28067,-9,50,28,033
28071,129,50,28,033
28073,-153,50,28,033
28075,32,50,28,033
28081,55,50,28,033
28083,50,50,28,033
28085,-26,50,28,033
28087,-3,50,28,033
28089,12,50,28,033
28091,-5,50,28,033
28093,359,50,28,033
28095,127,50,28,033
28101,-3,50,28,033
28105,-161,50,28,033
28107,-8,50,28,033
28109,-22,50,28,033
28111,-8,50,28,033
28113,23,50,28,033
28115,-9,50,28,033
28117,-20,50,28,033
28119,79,50,28,033
28121,24,50,28,033
28125,70,50,28,033
28133,93,50,28,033
28135,-36,50,28,033
28137,-9,50,28,033
28139,4,50,28,033
28141,-34,50,28,033
28143,23,50,28,033
28145,-50,50,28,033
28147,-1,50,28,033
28151,30,50,28,033
28159,48,50,28,033
28161,-7,50,28,033
29019,61,50,28,033
29023,-3,50,28,033
29037,262,50,28,033
29073,45,50,28,033
29077,-9,50,28,033
29097,-56,50,28,033
29099,-126,50,28,033
29101,-5,50,28,033
29155,4,50,28,033
29157,-10,50,28,033
29159,-4,50,28,033
29169,-51,50,28,033
29183,-54,50,28,033
29189,-17,50,28,033
30013,25,50,28,033
30029,45,50,28,033
31055,-18,50,28,033
31109,-22,50,28,033
31119,143,50,28,033
34003,261,50,28,033
34005,-12,50,28,033
34017,-7,50,28,033
35001,22,50,28,033
35013,28,50,28,033
36047,-9,50,28,033
36053,23,50,28,033
36061,-9,50,28,033
37049,11,50,28,033
37051,-50,50,28,033
37129,-62,50,28,033
37191,25,50,28,033
38101,-16,50,28,033
39049,14,50,28,033
39153,34,50,28,033
40017,-89,50,28,033
40027,-84,50,28,033
40031,-13,50,28,033
40109,-15,50,28,033
40143,10,50,28,033
41017,19,50,28,033
42045,-32,50,28,033
42053,6,50,28,033
45013,82,50,28,033
45045,-26,50,28,033
45079,-52,50,28,033
47001,-1,50,28,033
47011,-1,50,28,033
47037,-130,50,28,033
47045,-7,50,28,033
47047,-3,50,28,033
47057,-4,50,28,033
47065,-28,50,28,033
47079,-3,50,28,033
47093,-6,50,28,033
47109,-17,50,28,033
47119,-2,50,28,033
47125,-1,50,28,033
47131,-5,50,28,033
47149,18,50,28,033
47155,-172,50,28,033
47157,622,50,28,033
47163,5,50,28,033
47165,-29,50,28,033
47167,293,50,28,033
47179,-1,50,28,033
47189,-24,50,28,033
48029,-11,50,28,033
48085,-9,50,28,033
48113,79,50,28,033
48141,102,50,28,033
48157,58,50,28,033
48181,-13,50,28,033
48201,-148,50,28,033
48203,-8,50,28,033
48209,8,50,28,033
48277,11,50,28,033
48329,66,50,28,033
48423,-29,50,28,033
48439,2,50,28,033
48453,46,50,28,033
48491,3,50,28,033
49003,-8,50,28,033
49035,-34,50,28,033
49049,-6,50,28,033
51013,-21,50,28,033
51067,-64,50,28,033
51153,2,50,28,033
51177,-25,50,28,033
51550,43,50,28,033
51650,-5,50,28,033
51680,-21,50,28,033
53009,-9,50,28,033
53017,52,50,28,033
53033,-16,50,28,033
53053,6,50,28,033
53061,-10,50,28,033
55009,-15,50,28,033
55101,94,50,28,033
55133,17,50,28,033
72061,-21,50,28,033
