0,1,2,3,4
39121,-9,50,28,033
39153,53,50,28,033
40009,-16,50,28,033
40011,-9,50,28,033
40017,-84,50,28,033
40027,-74,50,28,033
40031,-28,50,28,033
40065,-8,50,28,033
40135,8,50,28,033
40143,16,50,28,033
40145,-8,50,28,033
42053,6,50,28,033
45015,-14,50,28,033
45045,-24,50,28,033
45079,-33,50,28,033
46087,-11,50,28,033
46103,-15,50,28,033
47037,10,50,28,033
47045,-116,50,28,033
47047,-176,50,28,033
47057,-4,50,28,033
47065,1,50,28,033
47075,-3,50,28,033
47083,31,50,28,033
47093,-7,50,28,033
47109,-17,50,28,033
47123,-1,50,28,033
47125,8,50,28,033
47149,-69,50,28,033
47155,-136,50,28,033
47157,292,50,28,033
47163,6,50,28,033
47165,7,50,28,033
47167,215,50,28,033
47177,7,50,28,033
47179,-9,50,28,033
47187,-80,50,28,033
48007,-20,50,28,033
48013,-27,50,28,033
48029,-8,50,28,033
48061,-1,50,28,033
48085,10,50,28,033
48113,35,50,28,033
48141,125,50,28,033
48183,29,50,28,033
48201,-132,50,28,033
48203,-9,50,28,033
48209,11,50,28,033
48227,-30,50,28,033
48277,15,50,28,033
48307,-3,50,28,033
48339,-30,50,28,033
48439,7,50,28,033
48451,-2,50,28,033
48453,56,50,28,033
48469,44,50,28,033
48485,-17,50,28,033
49011,-25,50,28,033
51059,9,50,28,033
51067,-46,50,28,033
51153,1,50,28,033
51550,62,50,28,033
51680,-18,50,28,033
53009,-17,50,28,033
53017,40,50,28,033
53053,-1,50,28,033
55055,6,50,28,033
55101,70,50,28,033
55111,12,50,28,033
55133,15,50,28,033
56021,5,50,28,033
56033,13,50,28,033
72061,-17,50,28,033
