0,1,2,3,4
GEOID2,MOVEDNET,SUMLEV2,state,county
01003,-4,50,28,033
01053,1,50,28,033
01059,13,50,28,033
01071,55,50,28,033
01073,-18,50,28,033
01089,-44,50,28,033
01091,-30,50,28,033
01097,10,50,28,033
01103,-75,50,28,033
01115,30,50,28,033
04013,-153,50,28,033
05001,-12,50,28,033
05007,86,50,28,033
05023,55,50,28,033
05031,47,50,28,033
05035,137,50,28,033
05037,65,50,28,033
05041,43,50,28,033
05051,-17,50,28,033
05063,23,50,28,033
05069,17,50,28,033
05085,-24,50,28,033
05091,51,50,28,033
05093,147,50,28,033
05107,102,50,28,033
05111,-8,50,28,033
05115,18,50,28,033
05119,-133,50,28,033
05121,-38,50,28,033
06037,143,50,28,033
06041,-17,50,28,033
06053,37,50,28,033
06059,52,50,28,033
06061,-20,50,28,033
06065,-121,50,28,033
06071,-21,50,28,033
06073,38,50,28,033
06085,-14,50,28,033
06095,-7,50,28,033
06113,-18,50,28,033
08041,73,50,28,033
12009,20,50,28,033
12031,-7,50,28,033
12033,25,50,28,033
12055,24,50,28,033
12057,-33,50,28,033
12086,9,50,28,033
12091,14,50,28,033
12095,39,50,28,033
12099,40,50,28,033
13053,-4,50,28,033
13059,-23,50,28,033
13089,109,50,28,033
13115,-17,50,28,033
13121,9,50,28,033
13151,116,50,28,033
13153,-32,50,28,033
13189,-33,50,28,033
13217,6,50,28,033
13295,-15,50,28,033
17019,-25,50,28,033
17031,86,50,28,033
17051,-28,50,28,033
17055,-11,50,28,033
17097,-13,50,28,033
17115,-27,50,28,033
17163,-12,50,28,033
17201,57,50,28,033
18141,-14,50,28,033
18153,-3,50,28,033
18181,-2,50,28,033
19013,-25,50,28,033
19103,-50,50,28,033
19123,10,50,28,033
20091,20,50,28,033
20113,-88,50,28,033
20115,-1,50,28,033
20173,22,50,28,033
20177,-27,50,28,033
21021,-1,50,28,033
21047,51,50,28,033
21059,51,50,28,033
21083,8,50,28,033
21093,48,50,28,033
21111,56,50,28,033
21145,-34,50,28,033
21155,30,50,28,033
21235,3,50,28,033
21237,-1,50,28,033
22003,-7,50,28,033
22005,-15,50,28,033
22015,-12,50,28,033
22033,20,50,28,033
22051,27,50,28,033
22061,16,50,28,033
22071,-15,50,28,033
22083,-17,50,28,033
22103,33,50,28,033
22109,-10,50,28,033
24003,-64,50,28,033
26091,-25,50,28,033
26099,24,50,28,033
26163,80,50,28,033
27053,-35,50,28,033
27145,11,50,28,033
28001,15,50,28,033
28003,52,50,28,033
28009,-46,50,28,033
28011,34,50,28,033
28013,49,50,28,033
28021,-30,50,28,033
28023,16,50,28,033
28027,259,50,28,033
28029,1,50,28,033
28035,12,50,28,033
28041,-6,50,28,033
28043,30,50,28,033
28047,95,50,28,033
28049,-17,50,28,033
28055,19,50,28,033
28057,-1,50,28,033
28059,-393,50,28,033
28067,-18,50,28,033
28069,-5,50,28,033
28071,-133,50,28,033
28075,4,50,28,033
28079,-6,50,28,033
28081,33,50,28,033
28083,64,50,28,033
28087,59,50,28,033
28089,126,50,28,033
28093,-280,50,28,033
28095,-26,50,28,033
28099,-9,50,28,033
28101,6,50,28,033
28105,-249,50,28,033
28107,81,50,28,033
28111,-12,50,28,033
28113,-3,50,28,033
28117,-15,50,28,033
28119,66,50,28,033
28121,-75,50,28,033
28127,-3,50,28,033
28133,322,50,28,033
28137,-64,50,28,033
28141,2,50,28,033
28143,258,50,28,033
28145,-86,50,28,033
28147,72,50,28,033
28155,-51,50,28,033
28161,-4,50,28,033
28163,27,50,28,033
29019,128,50,28,033
29059,12,50,28,033
29069,33,50,28,033
29095,-10,50,28,033
29099,11,50,28,033
29105,28,50,28,033
29141,-37,50,28,033
29143,-36,50,28,033
29147,-4,50,28,033
29153,-16,50,28,033
29169,-19,50,28,033
29175,4,50,28,033
29183,-34,50,28,033
29189,-38,50,28,033
30047,127,50,28,033
31055,-64,50,28,033
31153,-43,50,28,033
32003,-75,50,28,033
35013,142,50,28,033
35049,21,50,28,033
36081,-24,50,28,033
36119,-20,50,28,033
37001,-21,50,28,033
37071,12,50,28,033
37097,23,50,28,033
39041,-4,50,28,033
39109,-9,50,28,033
39113,-8,50,28,033
40017,-49,50,28,033
40031,-4,50,28,033
40109,117,50,28,033
40143,-20,50,28,033
42017,4,50,28,033
42019,-24,50,28,033
42055,-12,50,28,033
42133,41,50,28,033
45015,-63,50,28,033
45091,-37,50,28,033
46079,-10,50,28,033
46087,-10,50,28,033
46103,-17,50,28,033
47005,-107,50,28,033
47011,-13,50,28,033
47017,49,50,28,033
47019,-6,50,28,033
47035,-288,50,28,033
47037,23,50,28,033
47039,-15,50,28,033
47045,-114,50,28,033
47047,-11,50,28,033
47053,-41,50,28,033
47065,-25,50,28,033
47069,20,50,28,033
47073,43,50,28,033
47075,-12,50,28,033
47079,24,50,28,033
47085,-16,50,28,033
47093,-8,50,28,033
47109,92,50,28,033
47119,-58,50,28,033
47123,-1,50,28,033
47125,5,50,28,033
47149,-53,50,28,033
47157,1501,50,28,033
47163,-40,50,28,033
47165,89,50,28,033
47167,-72,50,28,033
47179,-35,50,28,033
47187,-59,50,28,033
47189,32,50,28,033
48029,-32,50,28,033
48085,-48,50,28,033
48113,22,50,28,033
48201,-18,50,28,033
48227,-32,50,28,033
48339,-85,50,28,033
48439,-18,50,28,033
48469,-22,50,28,033
48485,-6,50,28,033
49017,-1,50,28,033
49035,-19,50,28,033
51023,37,50,28,033
51041,15,50,28,033
51059,6,50,28,033
53033,-31,50,28,033
53053,-12,50,28,033
53061,-11,50,28,033
54061,-12,50,28,033
54067,12,50,28,033
55055,4,50,28,033
55111,16,50,28,033
