0,1,2,3,4
28055,20,50,28,033
28057,-32,50,28,033
28059,28,50,28,033
28067,-25,50,28,033
28069,28,50,28,033
28071,-107,50,28,033
28075,7,50,28,033
28079,-11,50,28,033
28081,4,50,28,033
28083,50,50,28,033
28085,53,50,28,033
28087,39,50,28,033
28089,131,50,28,033
28093,-260,50,28,033
28095,-2,50,28,033
28099,-8,50,28,033
28105,-256,50,28,033
28107,267,50,28,033
28111,-14,50,28,033
28117,-16,50,28,033
28119,2,50,28,033
28121,-96,50,28,033
28127,-5,50,28,033
28133,152,50,28,033
28137,-128,50,28,033
28141,-6,50,28,033
28143,286,50,28,033
28145,-69,50,28,033
28147,63,50,28,033
28155,-48,50,28,033
28159,6,50,28,033
28161,-29,50,28,033
28163,15,50,28,033
29019,119,50,28,033
29069,28,50,28,033
29077,-6,50,28,033
29095,-13,50,28,033
29105,37,50,28,033
29141,-29,50,28,033
29143,-29,50,28,033
29147,-4,50,28,033
29153,-16,50,28,033
29175,9,50,28,033
29183,-34,50,28,033
29189,-2,50,28,033
29510,-104,50,28,033
30047,148,50,28,033
31055,-40,50,28,033
31153,-39,50,28,033
32003,-51,50,28,033
35049,21,50,28,033
37001,-16,50,28,033
37071,12,50,28,033
37097,27,50,28,033
37133,17,50,28,033
37183,40,50,28,033
39063,11,50,28,033
39109,-10,50,28,033
40017,-43,50,28,033
40031,-12,50,28,033
40079,5,50,28,033
40109,133,50,28,033
40143,-20,50,28,033
42007,-9,50,28,033
42017,3,50,28,033
42019,-23,50,28,033
42055,-9,50,28,033
42133,41,50,28,033
45019,84,50,28,033
45079,-4,50,28,033
45091,-37,50,28,033
46079,-12,50,28,033
47005,-122,50,28,033
47011,-10,50,28,033
47017,36,50,28,033
47035,-322,50,28,033
47037,-61,50,28,033
47039,-17,50,28,033
47045,55,50,28,033
47047,-1,50,28,033
47053,-36,50,28,033
47065,-25,50,28,033
47069,107,50,28,033
47073,37,50,28,033
47075,-11,50,28,033
47079,21,50,28,033
47085,-17,50,28,033
47093,0,50,28,033
47109,69,50,28,033
47113,-11,50,28,033
47119,-52,50,28,033
47125,5,50,28,033
47149,-62,50,28,033
47157,2145,50,28,033
47163,-30,50,28,033
47165,116,50,28,033
47167,-18,50,28,033
47179,-22,50,28,033
47189,34,50,28,033
48029,-20,50,28,033
48085,-61,50,28,033
48113,-46,50,28,033
48121,-26,50,28,033
48201,35,50,28,033
48339,-69,50,28,033
48439,-17,50,28,033
48485,-6,50,28,033
49017,-1,50,28,033
49035,-31,50,28,033
51023,33,50,28,033
51041,17,50,28,033
53033,-34,50,28,033
53053,-7,50,28,033
53061,-14,50,28,033
54061,-15,50,28,033
54067,11,50,28,033
55079,59,50,28,033
55111,-29,50,28,033
