0,1,2,3,4
GEOID2,MOVEDNET,SUMLEV2,state,county
01003,-41,50,28,033
01015,-9,50,28,033
01045,-3,50,28,033
01051,-10,50,28,033
01069,-7,50,28,033
01071,-20,50,28,033
01075,27,50,28,033
01077,55,50,28,033
01089,37,50,28,033
01097,17,50,28,033
01115,8,50,28,033
04013,29,50,28,033
04021,-26,50,28,033
05005,-2,50,28,033
05007,-7,50,28,033
05011,-2,50,28,033
05031,6,50,28,033
05035,25,50,28,033
05037,-45,50,28,033
05045,-25,50,28,033
05051,-70,50,28,033
05063,-1,50,28,033
05069,-4,50,28,033
05071,-16,50,28,033
05077,-6,50,28,033
05091,-6,50,28,033
05093,20,50,28,033
05119,-82,50,28,033
05123,98,50,28,033
05131,31,50,28,033
05135,-47,50,28,033
05143,-1,50,28,033
05145,-13,50,28,033
06001,-35,50,28,033
06037,-17,50,28,033
06073,43,50,28,033
08001,-35,50,28,033
08031,18,50,28,033
08077,-27,50,28,033
09009,22,50,28,033
10003,-33,50,28,033
11001,24,50,28,033
12015,18,50,28,033
12033,-10,50,28,033
12073,33,50,28,033
12087,52,50,28,033
12091,55,50,28,033
12099,18,50,28,033
12105,1,50,28,033
12117,-114,50,28,033
12127,2,50,28,033
13051,-13,50,28,033
13063,28,50,28,033
13077,-12,50,28,033
13089,55,50,28,033
13121,7,50,28,033
13185,7,50,28,033
13189,99,50,28,033
13219,-10,50,28,033
13273,210,50,28,033
13311,10,50,28,033
15003,27,50,28,033
17007,23,50,28,033
17029,7,50,28,033
17031,31,50,28,033
17067,-17,50,28,033
17095,12,50,28,033
17097,-37,50,28,033
17115,13,50,28,033
17119,-9,50,28,033
17167,16,50,28,033
17197,6,50,28,033
18029,-12,50,28,033
18057,22,50,28,033
18063,-12,50,28,033
18091,41,50,28,033
19163,-97,50,28,033
20091,-78,50,28,033
21035,-28,50,28,033
22033,-28,50,28,033
22051,-5,50,28,033
22071,-20,50,28,033
22101,-13,50,28,033
22105,-52,50,28,033
22109,-109,50,28,033
24015,7,50,28,033
24031,-38,50,28,033
24039,-13,50,28,033
25017,-13,50,28,033
26063,-5,50,28,033
26163,-39,50,28,033
27015,-3,50,28,033
27055,-8,50,28,033
27139,10,50,28,033
27145,6,50,28,033
27147,-82,50,28,033
28001,59,50,28,033
28003,-19,50,28,033
28007,41,50,28,033
28009,146,50,28,033
28011,14,50,28,033
28013,8,50,28,033
28017,-9,50,28,033
28019,-1,50,28,033
28023,-5,50,28,033
28025,19,50,28,033
28027,207,50,28,033
28029,57,50,28,033
28035,-136,50,28,033
28041,-5,50,28,033
28043,59,50,28,033
28045,-65,50,28,033
28047,-6,50,28,033
28049,-94,50,28,033
28051,-9,50,28,033
28055,-1,50,28,033
28057,60,50,28,033
28059,-23,50,28,033
28067,-18,50,28,033
28071,-168,50,28,033
28073,-73,50,28,033
28075,25,50,28,033
28081,98,50,28,033
28083,225,50,28,033
28085,-28,50,28,033
28087,-3,50,28,033
28089,1,50,28,033
28091,-6,50,28,033
28093,-173,50,28,033
28095,125,50,28,033
28101,-3,50,28,033
28105,-183,50,28,033
28107,-49,50,28,033
28109,-9,50,28,033
28111,-7,50,28,033
28113,6,50,28,033
28115,0,50,28,033
28117,-22,50,28,033
28119,71,50,28,033
28121,45,50,28,033
28125,56,50,28,033
28133,11,50,28,033
28135,-23,50,28,033
28137,-587,50,28,033
28139,-13,50,28,033
28141,-31,50,28,033
28143,97,50,28,033
28145,-11,50,28,033
28147,-1,50,28,033
28149,-2,50,28,033
28151,21,50,28,033
28159,79,50,28,033
28161,-8,50,28,033
28163,-2,50,28,033
29019,59,50,28,033
29023,-7,50,28,033
29037,277,50,28,033
29073,46,50,28,033
29077,-9,50,28,033
29097,-45,50,28,033
29099,-165,50,28,033
29101,-5,50,28,033
29155,6,50,28,033
29157,-9,50,28,033
29159,-3,50,28,033
29169,-63,50,28,033
29183,-79,50,28,033
29189,-19,50,28,033
29510,84,50,28,033
30013,27,50,28,033
30029,35,50,28,033
31055,-15,50,28,033
31109,-22,50,28,033
31119,146,50,28,033
32005,58,50,28,033
34003,257,50,28,033
34005,-15,50,28,033
34017,-6,50,28,033
35001,22,50,28,033
35013,27,50,28,033
36047,-10,50,28,033
36053,29,50,28,033
36061,-9,50,28,033
36081,12,50,28,033
36091,60,50,28,033
37049,11,50,28,033
37051,-33,50,28,033
37109,-16,50,28,033
37151,-8,50,28,033
37191,35,50,28,033
40027,-83,50,28,033
40031,-13,50,28,033
40109,-11,50,28,033
40143,-14,50,28,033
41017,23,50,28,033
42045,-26,50,28,033
42053,7,50,28,033
42055,13,50,28,033
45013,88,50,28,033
45063,-43,50,28,033
45079,-2,50,28,033
47001,-1,50,28,033
47011,-1,50,28,033
47037,-107,50,28,033
47045,-7,50,28,033
47047,7,50,28,033
47057,-5,50,28,033
47065,-51,50,28,033
47079,-2,50,28,033
47093,-6,50,28,033
47097,-6,50,28,033
47119,-1,50,28,033
47131,-6,50,28,033
47155,-8,50,28,033
47157,1469,50,28,033
47165,-21,50,28,033
47167,96,50,28,033
47179,-1,50,28,033
47189,-21,50,28,033
48001,22,50,28,033
48029,-12,50,28,033
48085,-5,50,28,033
48113,-8,50,28,033
48141,32,50,28,033
48157,61,50,28,033
48181,-17,50,28,033
48201,-84,50,28,033
48203,-8,50,28,033
48277,10,50,28,033
48329,82,50,28,033
48423,-30,50,28,033
48439,11,50,28,033
48453,56,50,28,033
48491,46,50,28,033
49003,-6,50,28,033
49035,-38,50,28,033
49049,-8,50,28,033
51013,-22,50,28,033
51067,-55,50,28,033
51153,3,50,28,033
51177,-23,50,28,033
51550,49,50,28,033
51650,-5,50,28,033
51680,-22,50,28,033
51710,-9,50,28,033
53009,-7,50,28,033
53017,58,50,28,033
53033,-15,50,28,033
53053,9,50,28,033
53061,-12,50,28,033
54055,66,50,28,033
55005,43,50,28,033
55009,-16,50,28,033
55101,94,50,28,033
55133,19,50,28,033
72061,-20,50,28,033
